Compressor name,Compression speed,Decompression speed,Original size,Compressed size,Ratio,Filename
lz4fast 1.8.3 -50,2256.87,8170.82,426754,405389,94.99,../web/corpus/canterbury/lcet10.txt
lz4fast 1.8.3 -60,2725.83,9142.90,426754,409573,95.97,../web/corpus/canterbury/lcet10.txt
lz4fast 1.8.3 -70,3328.30,10522.33,426754,413219,96.83,../web/corpus/canterbury/lcet10.txt
lz4fast 1.8.3 -80,4182.06,11305.64,426754,415701,97.41,../web/corpus/canterbury/lcet10.txt
lz4fast 1.8.3 -90,4417.74,11809.66,426754,417194,97.76,../web/corpus/canterbury/lcet10.txt
lz4hc 1.8.3 -1,93.52,2675.62,426754,184084,43.14,../web/corpus/canterbury/lcet10.txt
lz4hc 1.8.3 -2,93.82,2674.27,426754,184084,43.14,../web/corpus/canterbury/lcet10.txt
lz4hc 1.8.3 -3,74.19,2755.26,426754,175865,41.21,../web/corpus/canterbury/lcet10.txt
lz4hc 1.8.3 -4,56.70,2805.34,426754,170712,40.00,../web/corpus/canterbury/lcet10.txt
lz4hc 1.8.3 -5,44.55,2830.80,426754,167893,39.34,../web/corpus/canterbury/lcet10.txt
lz4hc 1.8.3 -6,36.00,2838.82,426754,166645,39.05,../web/corpus/canterbury/lcet10.txt
lz4hc 1.8.3 -7,30.60,2845.73,426754,166079,38.92,../web/corpus/canterbury/lcet10.txt
lz4hc 1.8.3 -8,27.36,2852.00,426754,165869,38.87,../web/corpus/canterbury/lcet10.txt
lz4hc 1.8.3 -9,24.86,2855.82,426754,165788,38.85,../web/corpus/canterbury/lcet10.txt
lz4hc 1.8.3 -10,18.22,2885.87,426754,164468,38.54,../web/corpus/canterbury/lcet10.txt
lz4hc 1.8.3 -11,15.15,2891.52,426754,164138,38.46,../web/corpus/canterbury/lcet10.txt
lz4hc 1.8.3 -12,13.34,2881.35,426754,164123,38.46,../web/corpus/canterbury/lcet10.txt
lzf 3.6 -0,243.90,525.91,426754,242775,56.89,../web/corpus/canterbury/lcet10.txt
lzf 3.6 -1,252.30,566.21,426754,225007,52.73,../web/corpus/canterbury/lcet10.txt
lzfse 2017-03-08,52.86,594.34,426754,144430,33.84,../web/corpus/canterbury/lcet10.txt
lzg 1.0.8 -1,35.96,404.04,426754,264938,62.08,../web/corpus/canterbury/lcet10.txt
lzg 1.0.8 -2,31.72,391.17,426754,252684,59.21,../web/corpus/canterbury/lcet10.txt
lzg 1.0.8 -3,27.62,388.06,426754,239853,56.20,../web/corpus/canterbury/lcet10.txt
lzg 1.0.8 -4,22.90,397.42,426754,227431,53.29,../web/corpus/canterbury/lcet10.txt
lzg 1.0.8 -5,17.67,419.52,426754,216118,50.64,../web/corpus/canterbury/lcet10.txt
lzg 1.0.8 -6,12.69,449.27,426754,205835,48.23,../web/corpus/canterbury/lcet10.txt
lzg 1.0.8 -7,7.93,485.35,426754,196623,46.07,../web/corpus/canterbury/lcet10.txt
lzg 1.0.8 -8,5.50,515.72,426754,189179,44.33,../web/corpus/canterbury/lcet10.txt
lzg 1.0.8 -9,2.37,538.43,426754,183446,42.99,../web/corpus/canterbury/lcet10.txt
lzham 1.0 -d26 -0,7.88,158.79,426754,160726,37.66,../web/corpus/canterbury/lcet10.txt
lzham 1.0 -d26 -1,2.86,224.03,426754,127859,29.96,../web/corpus/canterbury/lcet10.txt
lzham 1.0 -d26 -2,2.58,228.87,426754,126246,29.58,../web/corpus/canterbury/lcet10.txt
lzham 1.0 -d26 -3,2.69,230.91,426754,125637,29.44,../web/corpus/canterbury/lcet10.txt
lzham 1.0 -d26 -4,2.58,230.60,426754,125607,29.43,../web/corpus/canterbury/lcet10.txt
lzjb 2010,206.54,383.71,426754,303605,71.14,../web/corpus/canterbury/lcet10.txt
lzlib 1.8 -0,30.39,47.93,426754,149416,35.01,../web/corpus/canterbury/lcet10.txt
lzlib 1.8 -1,13.24,51.08,426754,145477,34.09,../web/corpus/canterbury/lcet10.txt
lzlib 1.8 -2,10.55,53.53,426754,138219,32.39,../web/corpus/canterbury/lcet10.txt
lzlib 1.8 -3,6.67,55.77,426754,130566,30.60,../web/corpus/canterbury/lcet10.txt
lzlib 1.8 -4,4.84,57.92,426754,123751,29.00,../web/corpus/canterbury/lcet10.txt
lzlib 1.8 -5,3.72,60.15,426754,120087,28.14,../web/corpus/canterbury/lcet10.txt
lzlib 1.8 -6,3.36,60.16,426754,119134,27.92,../web/corpus/canterbury/lcet10.txt
lzlib 1.8 -7,3.30,60.13,426754,119356,27.97,../web/corpus/canterbury/lcet10.txt
lzlib 1.8 -8,3.18,59.90,426754,119276,27.95,../web/corpus/canterbury/lcet10.txt
lzlib 1.8 -9,3.13,59.77,426754,119267,27.95,../web/corpus/canterbury/lcet10.txt
lzma 16.04 -0,19.62,57.98,426754,150742,35.32,../web/corpus/canterbury/lcet10.txt
lzma 16.04 -1,17.81,66.94,426754,139906,32.78,../web/corpus/canterbury/lcet10.txt
lzma 16.04 -2,16.51,70.67,426754,135156,31.67,../web/corpus/canterbury/lcet10.txt
lzma 16.04 -3,16.25,71.35,426754,134205,31.45,../web/corpus/canterbury/lcet10.txt
lzma 16.04 -4,14.59,71.84,426754,134173,31.44,../web/corpus/canterbury/lcet10.txt
lzma 16.04 -5,2.69,80.09,426754,119519,28.01,../web/corpus/canterbury/lcet10.txt
lzma 16.04 -6,2.67,79.49,426754,119519,28.01,../web/corpus/canterbury/lcet10.txt
lzma 16.04 -7,2.52,79.45,426754,119442,27.99,../web/corpus/canterbury/lcet10.txt
lzma 16.04 -8,2.63,80.09,426754,119442,27.99,../web/corpus/canterbury/lcet10.txt
lzma 16.04 -9,2.57,80.78,426754,119442,27.99,../web/corpus/canterbury/lcet10.txt
lzmat 1.01,26.86,309.55,426754,164677,38.59,../web/corpus/canterbury/lcet10.txt
lzo1 2.09 -1,235.55,401.94,426754,243493,57.06,../web/corpus/canterbury/lcet10.txt
lzo1 2.09 -99,95.55,442.58,426754,203066,47.58,../web/corpus/canterbury/lcet10.txt
lzo1a 2.09 -1,230.49,469.40,426754,241054,56.49,../web/corpus/canterbury/lcet10.txt
lzo1a 2.09 -99,96.44,512.90,426754,202119,47.36,../web/corpus/canterbury/lcet10.txt
lzo1b 2.09 -1,189.42,465.72,426754,218941,51.30,../web/corpus/canterbury/lcet10.txt
lzo1b 2.09 -2,197.11,484.09,426754,211288,49.51,../web/corpus/canterbury/lcet10.txt
lzo1b 2.09 -3,197.64,500.26,426754,205995,48.27,../web/corpus/canterbury/lcet10.txt
lzo1b 2.09 -4,182.62,491.06,426754,211665,49.60,../web/corpus/canterbury/lcet10.txt
lzo1b 2.09 -5,183.63,509.18,426754,206716,48.44,../web/corpus/canterbury/lcet10.txt
lzo1b 2.09 -6,171.59,524.45,426754,203123,47.60,../web/corpus/canterbury/lcet10.txt
lzo1b 2.09 -7,136.49,490.49,426754,201850,47.30,../web/corpus/canterbury/lcet10.txt
lzo1b 2.09 -8,129.44,509.80,426754,197090,46.18,../web/corpus/canterbury/lcet10.txt
lzo1b 2.09 -9,128.19,506.58,426754,196433,46.03,../web/corpus/canterbury/lcet10.txt
lzo1b 2.09 -99,97.96,505.45,426754,187099,43.84,../web/corpus/canterbury/lcet10.txt
lzo1b 2.09 -999,11.36,599.14,426754,158282,37.09,../web/corpus/canterbury/lcet10.txt
lzo1c 2.09 -1,205.68,486.87,426754,227656,53.35,../web/corpus/canterbury/lcet10.txt
lzo1c 2.09 -2,199.47,500.99,426754,220056,51.57,../web/corpus/canterbury/lcet10.txt
lzo1c 2.09 -3,199.53,513.76,426754,214533,50.27,../web/corpus/canterbury/lcet10.txt
lzo1c 2.09 -4,170.32,506.76,426754,216585,50.75,../web/corpus/canterbury/lcet10.txt
lzo1c 2.09 -5,173.59,521.27,426754,210925,49.43,../web/corpus/canterbury/lcet10.txt
lzo1c 2.09 -6,166.70,533.07,426754,208868,48.94,../web/corpus/canterbury/lcet10.txt
lzo1c 2.09 -7,122.03,507.09,426754,205628,48.18,../web/corpus/canterbury/lcet10.txt
lzo1c 2.09 -8,119.48,525.57,426754,202179,47.38,../web/corpus/canterbury/lcet10.txt
lzo1c 2.09 -9,125.49,520.68,426754,202270,47.40,../web/corpus/canterbury/lcet10.txt
lzo1c 2.09 -99,93.17,517.76,426754,195524,45.82,../web/corpus/canterbury/lcet10.txt
lzo1c 2.09 -999,28.24,535.74,426754,172511,40.42,../web/corpus/canterbury/lcet10.txt
lzo1f 2.09 -1,173.32,423.05,426754,234569,54.97,../web/corpus/canterbury/lcet10.txt
lzo1f 2.09 -999,23.60,472.03,426754,180883,42.39,../web/corpus/canterbury/lcet10.txt
lzo1x 2.09 -1,353.59,440.20,426754,233867,54.80,../web/corpus/canterbury/lcet10.txt
lzo1x 2.09 -11,366.19,432.54,426754,254619,59.66,../web/corpus/canterbury/lcet10.txt
lzo1x 2.09 -12,356.52,431.10,426754,242424,56.81,../web/corpus/canterbury/lcet10.txt
lzo1x 2.09 -15,359.92,436.06,426754,236414,55.40,../web/corpus/canterbury/lcet10.txt
lzo1x 2.09 -999,7.30,483.13,426754,163428,38.30,../web/corpus/canterbury/lcet10.txt
lzo1y 2.09 -1,361.69,452.86,426754,238479,55.88,../web/corpus/canterbury/lcet10.txt
lzo1y 2.09 -999,7.36,480.93,426754,164308,38.50,../web/corpus/canterbury/lcet10.txt
lzo1z 2.09 -999,7.44,475.02,426754,164124,38.46,../web/corpus/canterbury/lcet10.txt
lzo2a 2.09 -999,29.55,395.19,426754,178740,41.88,../web/corpus/canterbury/lcet10.txt
lzrw 15-Jul-1991 -1,217.71,399.47,426754,253979,59.51,../web/corpus/canterbury/lcet10.txt
lzrw 15-Jul-1991 -2,221.44,423.42,426754,253101,59.31,../web/corpus/canterbury/lcet10.txt
lzrw 15-Jul-1991 -3,229.01,440.33,426754,232740,54.54,../web/corpus/canterbury/lcet10.txt
lzrw 15-Jul-1991 -4,249.90,451.59,426754,219874,51.52,../web/corpus/canterbury/lcet10.txt
lzrw 15-Jul-1991 -5,117.98,461.55,426754,192271,45.05,../web/corpus/canterbury/lcet10.txt
lzvn 2017-03-08,43.81,794.70,426754,184052,43.13,../web/corpus/canterbury/lcet10.txt
quicklz 1.5.0 -1,318.89,492.98,426754,221489,51.90,../web/corpus/canterbury/lcet10.txt
quicklz 1.5.0 -2,172.56,503.40,426754,187113,43.85,../web/corpus/canterbury/lcet10.txt
quicklz 1.5.0 -3,43.32,734.84,426754,185201,43.40,../web/corpus/canterbury/lcet10.txt
shrinker 0.1,303.78,1224.85,426754,219763,51.50,../web/corpus/canterbury/lcet10.txt
slz_deflate 1.0.0 -1,232.86,277.64,426754,236638,55.45,../web/corpus/canterbury/lcet10.txt
slz_deflate 1.0.0 -2,219.95,278.75,426754,229372,53.75,../web/corpus/canterbury/lcet10.txt
slz_deflate 1.0.0 -3,213.65,279.57,426754,226794,53.14,../web/corpus/canterbury/lcet10.txt
slz_gzip 1.0.0 -1,211.96,254.86,426754,236644,55.45,../web/corpus/canterbury/lcet10.txt
slz_gzip 1.0.0 -2,201.24,255.85,426754,229378,53.75,../web/corpus/canterbury/lcet10.txt
slz_gzip 1.0.0 -3,195.73,256.43,426754,226800,53.15,../web/corpus/canterbury/lcet10.txt
slz_zlib 1.0.0 -1,198.14,229.76,426754,236656,55.45,../web/corpus/canterbury/lcet10.txt
slz_zlib 1.0.0 -2,188.65,230.27,426754,229390,53.75,../web/corpus/canterbury/lcet10.txt
slz_zlib 1.0.0 -3,183.91,230.88,426754,226812,53.15,../web/corpus/canterbury/lcet10.txt
snappy 1.1.4,272.98,1103.90,426754,234661,54.99,../web/corpus/canterbury/lcet10.txt
wflz 2015-09-16,186.30,625.21,426754,270571,63.40,../web/corpus/canterbury/lcet10.txt
xpack 2016-06-02 -1,129.56,559.35,426754,161014,37.73,../web/corpus/canterbury/lcet10.txt
xpack 2016-06-02 -2,84.24,688.45,426754,144571,33.88,../web/corpus/canterbury/lcet10.txt
xpack 2016-06-02 -3,54.72,738.48,426754,139138,32.60,../web/corpus/canterbury/lcet10.txt
xpack 2016-06-02 -4,66.37,734.23,426754,140676,32.96,../web/corpus/canterbury/lcet10.txt
xpack 2016-06-02 -5,44.79,764.69,426754,136795,32.05,../web/corpus/canterbury/lcet10.txt
xpack 2016-06-02 -6,28.82,791.37,426754,134452,31.51,../web/corpus/canterbury/lcet10.txt
xpack 2016-06-02 -7,18.66,806.49,426754,132755,31.11,../web/corpus/canterbury/lcet10.txt
xpack 2016-06-02 -8,13.03,813.22,426754,131640,30.85,../web/corpus/canterbury/lcet10.txt
xpack 2016-06-02 -9,9.71,818.06,426754,131026,30.70,../web/corpus/canterbury/lcet10.txt
xz 5.2.3 -0,18.34,54.21,426754,153789,36.04,../web/corpus/canterbury/lcet10.txt
xz 5.2.3 -1,16.23,65.70,426754,137343,32.18,../web/corpus/canterbury/lcet10.txt
xz 5.2.3 -2,11.92,69.85,426754,132774,31.11,../web/corpus/canterbury/lcet10.txt
xz 5.2.3 -3,9.13,71.67,426754,130823,30.66,../web/corpus/canterbury/lcet10.txt
xz 5.2.3 -4,4.21,76.00,426754,121121,28.38,../web/corpus/canterbury/lcet10.txt
xz 5.2.3 -5,3.59,77.35,426754,119518,28.01,../web/corpus/canterbury/lcet10.txt
xz 5.2.3 -6,3.45,76.79,426754,119446,27.99,../web/corpus/canterbury/lcet10.txt
xz 5.2.3 -7,3.33,76.80,426754,119446,27.99,../web/corpus/canterbury/lcet10.txt
xz 5.2.3 -8,2.51,76.71,426754,119446,27.99,../web/corpus/canterbury/lcet10.txt
xz 5.2.3 -9,2.47,74.77,426754,119446,27.99,../web/corpus/canterbury/lcet10.txt
zlib 1.2.11 -1,81.50,294.76,426754,174130,40.80,../web/corpus/canterbury/lcet10.txt
zlib 1.2.11 -2,70.23,303.11,426754,166156,38.93,../web/corpus/canterbury/lcet10.txt
zlib 1.2.11 -3,50.61,316.40,426754,158790,37.21,../web/corpus/canterbury/lcet10.txt
zlib 1.2.11 -4,50.98,308.74,426754,152788,35.80,../web/corpus/canterbury/lcet10.txt
zlib 1.2.11 -5,31.86,305.39,426754,147202,34.49,../web/corpus/canterbury/lcet10.txt
zlib 1.2.11 -6,20.41,311.55,426754,144904,33.95,../web/corpus/canterbury/lcet10.txt
zlib 1.2.11 -7,18.02,312.89,426754,144595,33.88,../web/corpus/canterbury/lcet10.txt
zlib 1.2.11 -8,15.57,312.63,426754,144442,33.85,../web/corpus/canterbury/lcet10.txt
zlib 1.2.11 -9,15.53,312.80,426754,144439,33.85,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -1,224.30,782.26,426754,159160,37.30,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -2,172.87,714.07,426754,150089,35.17,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -3,146.52,718.75,426754,141968,33.27,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -4,149.61,721.73,426754,141314,33.11,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -5,95.64,682.27,426754,139637,32.72,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -6,72.48,721.69,426754,135285,31.70,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -7,55.75,747.47,426754,132558,31.06,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -8,39.88,772.32,426754,131219,30.75,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -9,41.50,773.23,426754,131039,30.71,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -10,29.86,788.24,426754,129875,30.43,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -11,29.86,787.98,426754,129875,30.43,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -12,21.46,798.40,426754,129088,30.25,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -13,14.02,801.24,426754,127670,29.92,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -14,11.30,804.62,426754,127526,29.88,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -15,10.63,804.53,426754,127509,29.88,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -16,6.83,791.49,426754,122899,28.80,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -17,6.42,772.96,426754,122694,28.75,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -18,4.49,754.24,426754,122404,28.68,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -19,4.37,752.32,426754,122360,28.67,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -20,4.03,757.30,426754,121937,28.57,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -21,4.02,760.68,426754,121937,28.57,../web/corpus/canterbury/lcet10.txt
zstd 1.3.4 -22,3.98,759.85,426754,121937,28.57,../web/corpus/canterbury/lcet10.txt
zstd_fast 1.3.4 --5,381.06,1185.66,426754,282279,66.15,../web/corpus/canterbury/lcet10.txt
zstd_fast 1.3.4 --4,347.90,1129.54,426754,268265,62.86,../web/corpus/canterbury/lcet10.txt
zstd_fast 1.3.4 --3,315.99,1058.24,426754,251113,58.84,../web/corpus/canterbury/lcet10.txt
zstd_fast 1.3.4 --2,286.18,1007.84,426754,235805,55.26,../web/corpus/canterbury/lcet10.txt
zstd_fast 1.3.4 --1,243.35,930.58,426754,205022,48.04,../web/corpus/canterbury/lcet10.txt
brotli 2017-12-12 -0,215.39,252.96,481861,235170,48.80,../web/corpus/canterbury/plrabn12.txt
brotli 2017-12-12 -1,147.13,272.95,481861,206088,42.77,../web/corpus/canterbury/plrabn12.txt
brotli 2017-12-12 -2,87.03,302.11,481861,198746,41.25,../web/corpus/canterbury/plrabn12.txt
brotli 2017-12-12 -3,70.43,311.90,481861,198073,41.11,../web/corpus/canterbury/plrabn12.txt
brotli 2017-12-12 -4,46.72,333.55,481861,194035,40.27,../web/corpus/canterbury/plrabn12.txt
brotli 2017-12-12 -5,24.99,345.05,481861,186040,38.61,../web/corpus/canterbury/plrabn12.txt
brotli 2017-12-12 -6,20.63,358.13,481861,182411,37.86,../web/corpus/canterbury/plrabn12.txt
brotli 2017-12-12 -7,13.34,367.05,481861,179662,37.29,../web/corpus/canterbury/plrabn12.txt
brotli 2017-12-12 -8,11.01,373.39,481861,178167,36.97,../web/corpus/canterbury/plrabn12.txt
brotli 2017-12-12 -9,6.65,373.82,481861,177362,36.81,../web/corpus/canterbury/plrabn12.txt
brotli 2017-12-12 -10,1.28,264.80,481861,168044,34.87,../web/corpus/canterbury/plrabn12.txt
brotli 2017-12-12 -11,0.56,311.58,481861,163132,33.85,../web/corpus/canterbury/plrabn12.txt
crush 1.0 -0,23.50,250.73,481861,218578,45.36,../web/corpus/canterbury/plrabn12.txt
crush 1.0 -1,5.35,271.52,481861,198704,41.24,../web/corpus/canterbury/plrabn12.txt
crush 1.0 -2,1.93,275.39,481861,193574,40.17,../web/corpus/canterbury/plrabn12.txt
csc 2016-10-13 -1,15.97,41.48,481861,178138,36.97,../web/corpus/canterbury/plrabn12.txt
csc 2016-10-13 -2,12.20,42.32,481861,175412,36.40,../web/corpus/canterbury/plrabn12.txt
csc 2016-10-13 -3,5.73,43.80,481861,166767,34.61,../web/corpus/canterbury/plrabn12.txt
csc 2016-10-13 -4,5.20,42.86,481861,165925,34.43,../web/corpus/canterbury/plrabn12.txt
csc 2016-10-13 -5,4.75,43.14,481861,165487,34.34,../web/corpus/canterbury/plrabn12.txt
density 0.14.2 -1,895.63,1598.28,481861,301717,62.61,../web/corpus/canterbury/plrabn12.txt
density 0.14.2 -2,646.60,1060.47,481861,301433,62.56,../web/corpus/canterbury/plrabn12.txt
density 0.14.2 -3,344.88,404.13,481861,282611,58.65,../web/corpus/canterbury/plrabn12.txt
fastlz 0.1 -1,255.85,421.50,481861,299033,62.06,../web/corpus/canterbury/plrabn12.txt
fastlz 0.1 -2,240.95,412.79,481861,296483,61.53,../web/corpus/canterbury/plrabn12.txt
gipfeli 2016-07-13,201.86,330.61,481861,250030,51.89,../web/corpus/canterbury/plrabn12.txt
lz4 1.8.3,358.85,3017.78,481861,325589,67.57,../web/corpus/canterbury/plrabn12.txt
lz4fast 1.8.3 -10,820.04,3158.77,481861,424441,88.08,../web/corpus/canterbury/plrabn12.txt
lz4fast 1.8.3 -20,1345.59,4798.93,481861,455661,94.56,../web/corpus/canterbury/plrabn12.txt
lz4fast 1.8.3 -30,1816.02,6881.57,481861,466836,96.88,../web/corpus/canterbury/plrabn12.txt
lz4fast 1.8.3 -40,2373.42,8774.67,481861,473474,98.26,../web/corpus/canterbury/plrabn12.txt
lz4fast 1.8.3 -50,2946.44,10017.69,481861,475996,98.78,../web/corpus/canterbury/plrabn12.txt
lz4fast 1.8.3 -60,3708.36,11173.07,481861,478366,99.27,../web/corpus/canterbury/plrabn12.txt
lz4fast 1.8.3 -70,4891.69,12966.85,481861,480019,99.62,../web/corpus/canterbury/plrabn12.txt
lz4fast 1.8.3 -80,5685.27,13297.12,481861,480832,99.79,../web/corpus/canterbury/plrabn12.txt
lz4fast 1.8.3 -90,6885.20,14063.19,481861,481612,99.95,../web/corpus/canterbury/plrabn12.txt
lz4hc 1.8.3 -1,75.86,2341.97,481861,256075,53.14,../web/corpus/canterbury/plrabn12.txt
lz4hc 1.8.3 -2,77.52,2343.40,481861,256075,53.14,../web/corpus/canterbury/plrabn12.txt
lz4hc 1.8.3 -3,59.32,2436.96,481861,244007,50.64,../web/corpus/canterbury/plrabn12.txt
lz4hc 1.8.3 -4,43.89,2505.31,481861,235900,48.96,../web/corpus/canterbury/plrabn12.txt
lz4hc 1.8.3 -5,32.05,2547.88,481861,231336,48.01,../web/corpus/canterbury/plrabn12.txt
lz4hc 1.8.3 -6,26.53,2570.79,481861,229201,47.57,../web/corpus/canterbury/plrabn12.txt
lz4hc 1.8.3 -7,22.47,2578.52,481861,228191,47.36,../web/corpus/canterbury/plrabn12.txt
lz4hc 1.8.3 -8,19.12,2584.83,481861,227665,47.25,../web/corpus/canterbury/plrabn12.txt
lz4hc 1.8.3 -9,17.81,2584.45,481861,227457,47.20,../web/corpus/canterbury/plrabn12.txt
lz4hc 1.8.3 -10,13.38,2535.51,481861,225219,46.74,../web/corpus/canterbury/plrabn12.txt
lz4hc 1.8.3 -11,11.11,2538.54,481861,224659,46.62,../web/corpus/canterbury/plrabn12.txt
lz4hc 1.8.3 -12,10.42,2493.15,481861,224655,46.62,../web/corpus/canterbury/plrabn12.txt
lzf 3.6 -0,228.69,497.90,481861,313999,65.16,../web/corpus/canterbury/plrabn12.txt
lzf 3.6 -1,241.52,540.10,481861,290030,60.19,../web/corpus/canterbury/plrabn12.txt
lzfse 2017-03-08,42.75,535.94,481861,198304,41.15,../web/corpus/canterbury/plrabn12.txt
lzg 1.0.8 -1,34.93,359.89,481861,347025,72.02,../web/corpus/canterbury/plrabn12.txt
lzg 1.0.8 -2,30.05,340.19,481861,338856,70.32,../web/corpus/canterbury/plrabn12.txt
lzg 1.0.8 -3,25.78,328.37,481861,328672,68.21,../web/corpus/canterbury/plrabn12.txt
lzg 1.0.8 -4,21.12,329.71,481861,316327,65.65,../web/corpus/canterbury/plrabn12.txt
lzg 1.0.8 -5,15.38,346.34,481861,303103,62.90,../web/corpus/canterbury/plrabn12.txt
lzg 1.0.8 -6,9.79,372.09,481861,290814,60.35,../web/corpus/canterbury/plrabn12.txt
lzg 1.0.8 -7,5.58,408.81,481861,278502,57.80,../web/corpus/canterbury/plrabn12.txt
lzg 1.0.8 -8,3.19,438.16,481861,268854,55.79,../web/corpus/canterbury/plrabn12.txt
lzg 1.0.8 -9,1.24,463.32,481861,260644,54.09,../web/corpus/canterbury/plrabn12.txt
lzham 1.0 -d26 -0,6.35,130.02,481861,216922,45.02,../web/corpus/canterbury/plrabn12.txt
lzham 1.0 -d26 -1,2.39,192.10,481861,176829,36.70,../web/corpus/canterbury/plrabn12.txt
lzham 1.0 -d26 -2,2.17,199.15,481861,174471,36.21,../web/corpus/canterbury/plrabn12.txt
lzham 1.0 -d26 -3,2.10,198.37,481861,173607,36.03,../web/corpus/canterbury/plrabn12.txt
lzham 1.0 -d26 -4,2.09,201.04,481861,173584,36.02,../web/corpus/canterbury/plrabn12.txt
lzjb 2010,188.82,357.93,481861,380271,78.92,../web/corpus/canterbury/plrabn12.txt
lzlib 1.8 -0,22.96,37.64,481861,203097,42.15,../web/corpus/canterbury/plrabn12.txt
lzlib 1.8 -1,9.38,41.57,481861,193900,40.24,../web/corpus/canterbury/plrabn12.txt
lzlib 1.8 -2,6.71,44.26,481861,184987,38.39,../web/corpus/canterbury/plrabn12.txt
lzlib 1.8 -3,4.08,46.09,481861,176016,36.53,../web/corpus/canterbury/plrabn12.txt
lzlib 1.8 -4,2.58,47.13,481861,168246,34.92,../web/corpus/canterbury/plrabn12.txt
lzlib 1.8 -5,2.37,49.61,481861,165444,34.33,../web/corpus/canterbury/plrabn12.txt
lzlib 1.8 -6,2.41,48.86,481861,165400,34.33,../web/corpus/canterbury/plrabn12.txt
lzlib 1.8 -7,2.27,49.79,481861,165238,34.29,../web/corpus/canterbury/plrabn12.txt
lzlib 1.8 -8,2.38,51.43,481861,165250,34.29,../web/corpus/canterbury/plrabn12.txt
lzlib 1.8 -9,2.24,51.01,481861,165247,34.29,../web/corpus/canterbury/plrabn12.txt
lzma 16.04 -0,15.93,47.75,481861,202571,42.04,../web/corpus/canterbury/plrabn12.txt
lzma 16.04 -1,12.98,54.21,481861,191054,39.65,../web/corpus/canterbury/plrabn12.txt
lzma 16.04 -2,10.98,56.69,481861,186033,38.61,../web/corpus/canterbury/plrabn12.txt
lzma 16.04 -3,9.78,57.16,481861,185548,38.51,../web/corpus/canterbury/plrabn12.txt
lzma 16.04 -4,8.99,57.91,481861,185511,38.50,../web/corpus/canterbury/plrabn12.txt
lzma 16.04 -5,2.17,67.82,481861,165311,34.31,../web/corpus/canterbury/plrabn12.txt
lzma 16.04 -6,1.90,67.39,481861,165311,34.31,../web/corpus/canterbury/plrabn12.txt
lzma 16.04 -7,1.90,66.20,481861,165320,34.31,../web/corpus/canterbury/plrabn12.txt
lzma 16.04 -8,1.97,67.69,481861,165320,34.31,../web/corpus/canterbury/plrabn12.txt
lzma 16.04 -9,1.99,68.25,481861,165320,34.31,../web/corpus/canterbury/plrabn12.txt
lzmat 1.01,18.78,271.15,481861,232500,48.25,../web/corpus/canterbury/plrabn12.txt
lzo1 2.09 -1,224.56,392.36,481861,314016,65.17,../web/corpus/canterbury/plrabn12.txt
lzo1 2.09 -99,87.62,403.38,481861,265455,55.09,../web/corpus/canterbury/plrabn12.txt
lzo1a 2.09 -1,219.98,454.70,481861,310695,64.48,../web/corpus/canterbury/plrabn12.txt
